,Unnamed: 0,CreateDate,Stock,NewsTitle,NewsContents,weekend,NewsReturn,LabelNewsReturn
0,0,30/11/2015 15:01:17,1101.0,台泥：代重要子公司TCC Hong Kong Cement (BVI) HoldingsLimited.公告董事會決議2015年(民國104年)股息分派案,"第二條　第14款1董事會決議日期10411302發放股利種類及金額本公司重要子公司之2015年股息分派案，於104年11月30日經董事會決議，分派現金股息金額為港幣985,08081元。3其他應敘明事項現金股利發放日：104年11月30日。",False,-0.03278979797,-1.0
1,4,30/11/2015 17:42:10,2890.0,永豐金控：永豐金控代子公司永豐金證券(亞洲)有限公司公告法人董事之代表人異動,第二條　第6款1發生變動日期10411302法人名稱永豐金證券控股有限公司3舊任者姓名及簡歷沈振德，永豐金證券有限公司董事4新任者姓名及簡歷無5異動原因辭任6原任期（例至）不適用7新任生效日期不適用8其他應敘明事項無,False,-0.03491626121,-1.0
2,8,30/11/2015 18:45:31,2885.0,元大金：元大金控代子公司元大證券（印尼）公告股東臨時會重要決議事項,第二條　第18款1股東臨時會日期10411302重要決議事項元大證券（印尼）股東臨時會決議通過：修正公司章程部分條文3其他應敘明事項無,False,-0.02371646435,-1.0
3,9,30/11/2015 18:45:38,2885.0,元大金：元大金控代子公司元大證券(印尼)公告董事異動及三分之一以上董事發生異動事,第二條　第6款1發生變動日期10411302舊任者姓名及簡歷元大證券印尼董事3新任者姓名及簡歷無4異動情形（請輸入「辭職」、「解任」、「任期屆滿」或「新任」）辭職5異動原因辭職6新任董事選任時持股數不適用7原任期（例至）1040422~10704228新任生效日期不適用9同任期董事變動比率2410其他應敘明事項無,False,-0.02371646435,-1.0
4,22,1/12/2015 11:18:32,2330.0,台積電：茲依證券交易法第43條之1第1項規定辦理公告,"一、被取得股份公司：茂迪股份有限公司，已發行股份總額：486,875,408股。二、取得人資料：1取得人：台積太陽能股份有限公司2前一次公告持股總額：87,479,782股。3前一次公告持股總額占被取得股份公司已發行股份總額百分比：20%。4本次公告時持股總額：58,319,782股。5本次公告時持股總額占被取得股份公司已發行股份總額百分比：1198%。三、取得或增減之股數、日期及方式：1本公司及本公司之子公司持股總額累計減少：29,160,000股。2期間：中華民國104年11月30日。3增減方式：本公司於集中市場以鉅額買賣方式出售持股。四、新增或減少之共同取得人：不適用。五、取得股份之目的：不適用。六、預計於1年內再取得股份之數額及方式：無。七、資金來源明細：不適用。八、取得股份之股權行使計畫：不適用。",False,0.03533936645,1.0
5,23,1/12/2015 14:29:47,2330.0,台積電：本公司訂購機器、廠務及工程設備公告,"第二條　第20款1標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）機器、廠務及工程設備。2事實發生日104812~1041213交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額交易數量：一批；交易總金額：＄6,813佰萬元。4交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關係人者，得免揭露其姓名）西門子股份有限公司和；與公司關係：無。5交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期及移轉金額不適用。6交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取得及處分日期、價格及交易當時與公司之關係不適用。7預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明認列情形）不適用。8交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定事項出貨後三十天電匯90%貨款，驗收後三十天電匯10%貨款。9本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及決策單位比價及議價，依據原廠提供之報價單及其它廠商之報價單做比價、議價後，由使用單位及採購部徵得總經理暨共同執行長同意後決定。10專業估價者事務所或公司名稱及其估價金額不適用。11專業估價師姓名不適用。12專業估價師開業證書字號不適用。13估價報告是否為限定價格、特定價格或特殊價格否14是否尚未取得估價報告是15尚未取得估價報告之原因不適用。16與交易金額比較有重大差異原因及會計師意見不適用。17經紀人及經紀費用無。18取得或處分之具體目的或用途供生產及營運用。19本次交易表示異議之董事之意見不適用。20本次交易為關係人交易否21董事會通過日期不適用。22監察人承認或審計委員會同意日期不適用。23本次交易係向關係人取得不動產否24依「公開發行公司取得或處分資產處理準則」第十五條規定評估之價格不適用25依前項評估之價格較交易價格為低者，依同準則第十六條規定評估之價格不適用26其他敘明事項無。",False,0.03533936645,1.0
6,31,1/12/2015 16:07:29,5871.0,F-中租：代子公司中租迪和(股)公司公告更正六筆不動產信託受益權有償移轉予中國租賃(股)公司之交易總金額,"第二條　第20款1標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）新竹市中山段三小段304、310、3101、311、386、3845、388、32035、39712地號土地、新北市三峽區中園段地號148、170、196地號土地、桃園市中壢區民權路三段15巷85號、台南市新營段6251地號土地、台中市南區樹子腳段992、9921、994、995及9941地號土地、台南市新營區民治段591地號土地之不動產信託受益權2事實發生日104121~1041213交易數量、每單位價格及交易總金額交易總金額應更正調整為新台幣1,557,217,241元4交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關係人者，得免揭露其姓名）交易相對人為中租迪和公司100%持有之子公司中國租賃公司5交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期及移轉金額1為活化中租迪和公司資產，增加營運資金及調整中國租賃公司資產配置以符專案操作功能2前次移轉之所有人、日期及移轉金額為不適用6交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取得及處分日期、價格及交易當時與公司之關係不適用7本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權帳面金額不適用8處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明認列情形）09交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定事項中租迪和公司應與相對人、原信託契約委託人等簽訂協議書後，相對人以現金匯付至中租迪和公司指定帳戶或原信託專戶10本次交易之決定方式、價格決定之參考依據及決策單位交易決定方式：依中租迪和公司取得或處分資產程序價格決定之參考依據由外部會計師依據受益權轉讓契約孳息收取及受益權轉讓價金回贖等更正資訊為基礎，對於更正後金額進行價值合理性價格評估，中租迪和公司在合理價格範圍區間內與中國租賃公司進行差額找補決策單位：董事會11迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股比例及權利受限情形（如質押情形）中租迪和持有新台幣0元中國租賃調整持有新台幣1,557,217,241元12迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）本次交易金額調整以新台幣1,557,217,241元為計算基礎，以下相關資訊依2015年8月原公告當時基礎有價證券投資占最近期財務報表中總資產之比例為7603%有價證券投資占最近期財務報表中股東權益之比例為8830%最近期財務報表中營運資金為新台幣2,592,697,558元13經紀人及經紀費用無14取得或處分之具體目的或用途活化資產，充實營運資金15本次交易表示異議董事之意見無16本次交易為關係人交易是17董事會通過日期民國104年12月1日18監察人承認日期民國104年12月1日19本次交易會計師出具非合理性意見否20其他敘明事項本次更正係因前次公告未將台南市新營區民治段591地號土地其上興建中建物之受益權轉讓價額計入，惟此屬轉讓權利及買賣金額同步增加之調整，對整體會計損益與股東權益不生影響",False,0.03033247844,1.0
7,32,1/12/2015 16:07:35,5871.0,F-中租：代子公司中國租賃(股)公司公告更正取得六筆不動產信託受益權之交易總金額,"第二條　第20款1標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）新竹市中山段三小段304、310、3101、311、386、3845、388、32035、39712地號土地、新北市三峽區中園段地號148、170、196地號土地、桃園市中壢區民權路三段15巷85號、台南市新營段6251地號土地、台中市南區樹子腳段992、9921、994、995及9941地號土地、台南市新營區民治段591地號土地之不動產信託受益權2事實發生日104121~1041213交易數量、每單位價格及交易總金額交易總金額更正調整為新台幣1,557,217,241元4交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關係人者，得免揭露其姓名）交易相對人中租迪和公司，為100%持有中國租賃公司之母公司5交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期及移轉金額1為調整中國租賃公司資產配置以符專案操作功能2前次移轉日期及金額不適用6交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取得及處分日期、價格及交易當時與公司之關係不適用7本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權帳面金額不適用8處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明認列情形）09交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定事項中國租賃公司應與相對人、原信託契約委託人等簽訂協議書後，以現金匯付至相對人指定帳戶或信託專戶10本次交易之決定方式、價格決定之參考依據及決策單位交易決定方式：依中國租賃公司取得或處分資產程序價格決定之參考依據由外部會計師依據受益權轉讓契約孳息收取及受益權轉讓價金回贖等更正資訊為基礎，對於更正後金額進行價值合理性價格評估，中國租賃公司在合理價格範圍區間內決定其購買價格決策單位：董事會11迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股比例及權利受限情形（如質押情形）中租迪和持有新台幣0元中國租賃調整持有新台幣1,557,217,241元12迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）本次交易金額調整以新台幣1,557,217,241元為計算基礎，以下相關資訊依2015年8月原公告當時基礎有價證券投資占最近期財務報表中總資產之比例為830%有價證券投資占最近期財務報表中股東權益之比例為964%最近期財務報表中營運資金為新台幣2,592,697,558元13經紀人及經紀費用無14取得或處分之具體目的或用途為調整中國租賃公司資產配置以符專案操作功能15本次交易表示異議董事之意見無16本次交易為關係人交易是17董事會通過日期民國104年12月1日18監察人承認日期民國104年12月1日19本次交易會計師出具非合理性意見否20其他敘明事項本次更正係因前次公告未將台南市新營區民治段591地號土地其上興建中建物之受益權轉讓價額計入，惟此屬轉讓權利及買賣金額同步增加之調整，對整體會計損益與股東權益不生影響",False,0.03033247844,1.0
8,64,1/12/2015 18:15:39,2885.0,元大金：元大金控公告本公司以子公司元大證券金融股份有限公司減資取得資金新台幣6億元之資金用途及預計產生效益,第二條　第49款1事實發生日10412012公司名稱元大金融控股股份有限公司3與公司關係本公司4相互持股比例不適用5傳播媒體名稱不適用6報導內容不適用7發生緣由本公司子公司元大證券金融股份有限公司申請減資新台幣6億元乙案，業經金融監督管理委員會104年11月30日金管銀控字第10400278310號函核准在案，爰依據「金融控股公司之子公司減資辦法」第五條第二項規定，金融控股公司子公司減資後，應於減資核淮後二日內，將取得資金之用途及預計產生之效益輸入公開資訊觀測站。8因應措施本次子公司元大證券金融股份有限公司減資案規劃用途為充實營運資金及併購案之資金。以本公司104年9月自結數為基準計算財務比率，相關比率變動如下：負債資產比率、負債淨值比率及雙重槓桿比率分別約可自748%、809%及10565%降至720%、775%及10531%。9其他應敘明事項無,False,0.02400108936,1.0
9,65,1/12/2015 18:15:45,2891.0,中信金：(補充)代子公司台灣人壽保險股份有限公司公告董事會決議私募發行普通股,"第二條　第11款1董事會決議日期10412012私募有價證券種類普通股3私募對象及其與公司間關係中國信託金融控股（股）公司為持有本公司100％之母公司4私募股數或張數500,000,000股5得私募額度120億元6私募價格訂定之依據及合理性參酌近期同業訂價方式並考量本公司淨值等財務條件，採股價淨值比法作為訂價參考依據。將本次私募普通股之每股私募價格訂為24元，應屬合理。7本次私募資金用途充實公司資本、強化財務結構及因應未來營運所需。8不採用公開募集之理由為維持股權之單一性，擬以私募方式辦理。9獨立董事反對或保留意見無10實際定價日1041201。11參考價格以最近期（104年9月）經會計師核閱之財務報告顯示之每股淨值，並採股價淨值比法作為訂價之參考依據。12實際私募價格、轉換或認購價格每股私募價格為24元。13本次私募新股之權利義務除私募股票轉讓之限制，依證券交易法規定辦理外，其餘與已發行之普通股相同。14附有轉換、交換或認股者，其換股基準日不適用15附有轉換、交換或認股者，對股權可能稀釋情形不適用16附有轉換或認股者，於私募公司債交付且假設全數轉換或認購普通股後對上市普通股股權比率之可能影響（上市普通股數、已發行普通股)不適用17前項預計上市普通股未達6000萬股且未達25%者，請說明股權流通性偏低之因應措施不適用18其他應敘明事項本次私募普通股現金增資新臺幣120億元乙案，業經金融監督管理委員會104年11月26日金管保壽字第10402123570號函核准在案。",False,0.03165730466,1.0
